billing_code,procedure_name,count,min,Q1,median,Q3,max,range,IQR,mean,std,10th_percentile,90th_percentile
11602,Excision-Malignant Lesions,87,138.52,224.81,333.26,1511.0,3500.0,3361.48,1286.19,836.22,757.59,158.15,1846.0
11721,Removal of 6 or more nails,105,22.08,45.42,46.32,921.0,3500.0,3477.92,875.58,668.48,1086.75,34.62,2791.0
11730,Separation and removal of the entire nail plate or a portion of nail plate,76,47.73,89.26,114.18,2244.0,3500.0,3452.27,2154.74,931.68,1177.52,56.76,2791.0
11900,Injections to remove up to 7 lesions on the skin,105,26.29,55.41,59.59,921.0,3500.0,3473.71,865.59,675.55,1082.66,37.29,2791.0
12001,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities",80,20.0,63.14,103.2,2244.0,3500.0,3480.0,2180.86,884.85,1165.48,46.39,2791.0
12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes",76,50.0,106.78,136.5,2244.0,3500.0,3450.0,2137.22,942.37,1170.0,58.94,2791.0
17000,Destruction of pre-cancerous lesion,105,45.31,69.63,70.43,921.0,3500.0,3454.69,851.37,686.23,1076.51,53.14,2791.0
17003,Destruction of 2-14 pre-cancerous lesions,98,5.11,7.14,9.54,2244.0,4484.0,4478.89,2236.86,888.54,1267.32,6.9,2791.0
17110,Destruction of 1-14 common or plantar warts,76,47.54,90.65,117.9,2244.0,3500.0,3452.46,2153.35,936.14,1174.33,59.21,2791.0
17111,Destruction of >15 common or plantar warts,76,50.0,105.03,137.73,2244.0,3500.0,3450.0,2138.97,946.17,1167.16,62.0,2791.0
17250,Chemical destruction of pre-cancerous lesions of the skin,76,32.08,68.98,89.94,2244.0,3500.0,3467.92,2175.02,920.39,1185.69,40.55,2791.0
17311,"Micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens",85,314.36,515.0,750.1,1537.0,3500.0,3185.64,1022.0,1052.21,625.72,383.62,1846.0
19120,REMOVAL OF BREAST LESION,87,312.95,500.29,1100.0,2283.5,3632.0,3319.05,1783.21,1477.71,992.47,437.86,2791.0
20550,Injection of medication into a tendon or ligament,123,30.98,63.36,68.02,1322.0,3500.0,3469.02,1258.64,551.61,761.55,45.63,1846.0
20551,Injection of medication into the tendon/ligament origin,124,29.58,61.58,64.25,1322.0,3500.0,3470.42,1260.42,547.51,759.83,46.25,1846.0
20553,Injection of medication into an area that triggers pain,122,34.12,64.84,68.21,1322.0,3500.0,3465.88,1257.16,557.88,761.92,49.19,1846.0
20600,Draining or injecting medication into a small joint/bursa without ultrasound,123,30.29,58.49,61.53,1322.0,3500.0,3469.71,1263.51,561.52,757.8,47.57,1846.0
20605,Draining or injecting medication into a large joint/bursa without ultrasound,124,30.98,60.39,64.94,1322.0,3500.0,3469.02,1261.61,559.66,754.63,48.18,1846.0
20610,Draining or injecting medication into a major joint/bursa without ultrasound,124,34.56,71.35,77.88,1322.0,3500.0,3465.44,1250.65,565.7,750.61,57.11,1846.0
20612,Removal of fluid or injection of medication into a ganglion cyst,127,40.38,66.74,70.74,1121.5,3500.0,3459.62,1054.76,551.46,747.11,52.22,1846.0
216, Cardiac valve and other major cardiothoracic procedures with cardiac catheterization with major complications or comorbidities,38,6863.0,18182.25,81376.0,110209.14,228608.34,221745.34,92026.89,80692.09,60905.68,6863.0,141542.0
27440,Repair of knee joint,110,693.46,873.01,1024.46,12248.19,34180.0,33486.54,11375.18,8704.73,12366.5,831.62,34180.0
27441,Repair of knee joint,109,698.83,901.26,1058.58,9425.48,34180.0,33481.17,8524.22,8581.41,12458.33,856.62,34180.0
27442,Repair of knee joint,111,782.57,951.79,1189.93,12613.35,34180.0,33397.43,11661.56,8960.84,12412.97,916.93,34180.0
27443,Repair of knee joint,110,731.03,892.87,1087.33,12630.7,34180.0,33448.97,11737.83,8795.22,12432.9,858.49,34180.0
27445,Repair of knee joint with hinged prosthesis,109,515.0,1365.91,1464.0,5959.0,34180.0,33665.0,4593.09,8554.82,12398.54,1288.19,34180.0
27446,Repair of knee joint,107,515.0,1255.43,1464.0,12913.06,34180.0,33665.0,11657.63,9233.99,12291.19,1195.0,34180.0
28296,"Under Repair, Revision, and/or Reconstruction Procedures on the Foot and Toes",89,510.42,695.0,1188.81,2323.0,7000.0,6489.58,1628.0,1616.19,1063.43,558.09,2791.0
29826,Shaving of shoulder bone using an endoscope,101,152.76,187.04,349.99,3500.0,8252.0,8099.24,3312.96,2333.56,3033.63,187.04,8252.0
29848,Carpal tunnel release,108,399.56,561.48,825.63,6634.0,9080.0,8680.44,6072.52,2802.4,3025.42,537.92,8252.0
29880,Surgery to remove of all or part of a torn meniscus in both medial and lateral compartments,111,431.66,616.32,798.21,3328.38,8252.0,7820.34,2712.06,2512.18,2779.3,578.11,8252.0
29881,Surgery to remove of all or part of a torn meniscus in one compartment,112,415.38,593.92,803.15,3542.66,8252.0,7836.62,2948.74,2511.71,2775.88,556.39,8113.4
29888,ACL reconstruction,108,589.0,1067.18,1244.23,3973.78,8252.0,7663.0,2906.6,2845.42,2676.83,928.78,8252.0
30520,Repair procedures of the nose,104,370.48,722.85,724.92,2772.0,4484.0,4113.52,2049.15,1563.55,1154.11,641.42,3448.0
31231,"Nasal endoscopy, diagnostic, unilateral or bilateral",81,50.0,109.0,197.3,6786.0,8440.0,8390.0,6677.0,2438.47,3454.35,64.42,8440.0
31237,"Surgical nasal/ sinus endoscopy with biopsy, polypectomy or debridement",84,148.38,266.46,1000.0,6786.0,8440.0,8291.62,6519.54,2739.0,3228.58,219.05,8440.0
31575,"Flexible, fiberoptic diagnostic laryngoscopy",91,50.0,99.96,129.13,2244.0,3500.0,3450.0,2144.04,810.03,1109.2,70.77,2791.0
36415,Collection of venous blood by venipuncture,35,5.01,5.75,6.28,6.55,8.61,3.6,0.8,6.39,0.96,5.43,8.17
36471,Injections to remove spider veins on the limbs or trunk,87,50.0,143.12,202.3,2244.0,3500.0,3450.0,2100.88,878.65,1101.21,87.47,2791.0
36475,Ablation of incompetent vein,88,286.36,1690.34,2744.01,5888.0,9080.0,8793.64,4197.66,3584.48,2500.91,689.86,7324.0
36478,Laser removal of incompetent vein,91,285.78,1331.18,2403.42,5888.0,9080.0,8794.22,4556.82,3415.79,2540.94,683.01,7324.0
42820,Removal of tonsils and adenoid glands patient younger than age 12,103,243.8,306.09,346.29,2244.0,6671.87,6428.07,1937.91,1188.29,1204.36,290.77,2791.0
42826,Primary or secondary removal of tonsils,108,224.65,268.71,415.42,2772.0,4484.0,4259.35,2503.29,1336.69,1316.36,254.55,3448.0
42830,Primary removal of the adenoids,108,151.5,223.2,342.59,2772.0,4484.0,4332.5,2548.8,1321.52,1349.43,209.6,3448.0
43235,"Diagnostic examination of esophagus, stomach, and/or upper small bowel using an endoscope",89,125.66,285.41,681.82,1485.0,3500.0,3374.34,1199.59,897.7,714.44,160.72,1846.0
43239,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope",87,141.71,302.0,656.0,2157.0,3500.0,3358.29,1855.0,1172.53,1011.3,180.04,2637.0
43846,Surgical procedure used for weight loss resulting in a partial removal of stomach,105,515.0,1768.74,1901.76,4371.0,22501.0,21986.0,2602.26,6258.52,7838.04,1464.0,22501.0
44388,Diagnostic examination of large bowel using an endoscope which is inserted through abdominal opening,85,160.94,315.28,549.95,1537.0,3500.0,3339.06,1221.72,907.39,723.81,195.08,1846.0
44389,Biopsies of large bowel using an endoscope which is inserted through abdominal opening,87,170.84,376.14,750.0,1511.0,3500.0,3329.16,1134.86,949.1,689.4,210.41,1846.0
44394,Removal of large bowel polyps or growths using an endoscope,82,231.4,423.81,778.5,1537.0,3500.0,3268.6,1113.19,996.97,681.02,280.54,1846.0
45378,Diagnostic examination of large bowel using an endoscope,85,189.34,338.86,711.44,2194.0,3500.0,3310.66,1855.14,1223.23,989.38,240.91,2637.0
45379,Removal of foreign bodies in large bowel using an endoscope,86,244.5,459.9,887.59,2175.5,3500.0,3255.5,1715.6,1268.16,945.99,320.45,2637.0
45380,Biopsy of large bowel using an endoscope,90,205.69,427.94,846.92,2120.0,3500.0,3294.31,1692.06,1223.73,947.89,311.28,2637.0
45381,Injections of large bowel using an endoscope,84,205.3,436.71,868.06,2194.0,3500.0,3294.7,1757.29,1276.95,963.29,271.72,2637.0
45382,Control of bleeding in large bowel using an endoscope,85,265.0,621.03,887.59,2194.0,3500.0,3235.0,1572.97,1333.99,906.88,368.3,2637.0
45384,Removal of polyps or growths in large bowel using an endoscope,83,234.06,482.54,858.0,2194.0,3500.0,3265.94,1711.46,1286.88,954.96,314.7,2637.0
45385,Removal of polyps or growths of large bowel using an endoscope,89,260.16,435.28,858.0,2120.0,3500.0,3239.84,1684.72,1247.97,933.55,356.0,2637.0
45386,Balloon dilation of large bowel using an endoscope,86,216.9,547.27,1000.0,2175.5,3500.0,3283.1,1628.23,1333.03,916.63,297.54,2637.0
45388,Destruction of large bowel growths using an endoscope,81,277.86,676.21,1914.0,2869.0,4484.0,4206.14,2192.79,1945.1,1234.98,566.85,3448.0
45390,Removal of large bowel tissue using an endoscope,97,255.01,386.2,1369.27,2772.0,4484.0,4228.99,2385.8,1560.43,1301.95,340.1,3448.0
45391,Ultrasound examination of lower large bowel using an endoscope,111,226.4,299.84,556.13,2120.0,3500.0,3273.6,1820.16,1032.68,941.8,275.74,2637.0
45392,Ultrasound guided needle aspiration or biopsy of lower large bowel using an endoscope,104,267.87,353.05,480.94,2120.0,3500.0,3232.13,1766.95,1077.67,942.88,327.16,2637.0
45398,Tying of large bowel using an endoscope,64,242.58,771.83,2207.0,3205.75,4484.0,4241.42,2433.92,2028.52,1259.95,569.01,3448.0
470,Major joint replacement or reattachment of lower extremity,41,6863.0,17000.0,24565.59,27443.0,44323.44,37460.44,10443.0,22278.97,10573.86,6863.0,29982.0
473,Cervical spinal fusion,41,5523.0,6510.0,6863.0,27054.0,57959.43,52436.43,20544.0,16897.12,15099.25,5734.0,29396.2
47562,Removal of gallbladder using an endoscope,108,555.58,763.01,1073.16,6634.0,9080.0,8524.42,5870.99,3111.12,2982.93,694.78,8252.0
47563,Gallbladder removal with use of an x-ray exam of the bile ducts,109,598.99,830.19,1342.54,6634.0,9080.0,8481.01,5803.81,3154.06,2942.63,757.56,8252.0
49505,Repair of groin hernia patient age 5 years or older,110,351.66,605.43,866.0,2772.0,4484.0,4132.34,2166.57,1583.8,1201.94,551.98,3448.0
49650,Inguinal hernia repair done by laparoscope,108,326.73,501.28,763.7,4148.0,8252.0,7925.27,3646.72,2619.35,2894.75,455.63,8252.0
50590,Surgical procedures on the kidney to break up and remove kidney stones,94,504.97,702.2,1841.5,9959.0,12752.0,12247.03,9256.8,4528.57,4592.19,588.52,12752.0
51741,A diagnostic test used to measure the flow of urine,99,12.19,16.52,22.61,1582.5,3500.0,3487.81,1565.98,695.41,1114.9,14.64,2791.0
51798,Ultrasound of bladder to measure urine capacity,49,9.43,62.0,2244.0,2791.0,3500.0,3490.57,2729.0,1424.0,1219.69,15.81,2791.0
52000,Procedure on the bladder,88,82.5,226.32,439.02,1498.0,3500.0,3417.5,1271.68,839.25,751.18,155.23,1846.0
52310,Removing an indwelling ureteral stent by cystoscopy,85,154.83,302.73,1000.0,2194.0,3500.0,3345.17,1891.27,1242.75,999.18,233.84,2637.0
52332,Ureteral stents inserted internally between the bladder and the kidney and will remain within the patient for a defined period of time,82,153.08,329.8,1000.0,2208.25,3500.0,3346.92,1878.45,1316.5,1019.29,171.81,2637.0
55250,Removal of sperm duct(s),85,236.79,386.38,656.0,2194.0,3500.0,3263.21,1807.62,1259.54,979.61,302.81,2637.0
55700,Biopsy of prostate gland,95,133.17,225.36,620.0,2120.0,3500.0,3366.83,1894.64,1130.8,1016.21,157.51,2637.0
55866,Surgical removal of prostate and surrounding lymph nodes using an endoscope,105,515.0,1709.42,1737.0,6634.0,8252.0,7737.0,4924.58,3334.79,2590.01,1347.5,8252.0
57022,Incision and drainage of vaginal blood accumulation following delivery,113,131.28,218.76,342.19,2244.0,4484.0,4352.72,2025.24,1160.12,1139.13,190.69,2791.0
57288,Replacement of sling to support the bladder,109,515.0,892.68,1020.88,3265.0,5138.0,4623.0,2372.32,1964.28,1361.44,774.55,3924.0
57454,Biopsy of cervix or uterus,92,82.86,172.81,219.26,1485.0,3500.0,3417.14,1312.19,775.76,770.72,115.56,1846.0
58100,Biopsy of the lining of the uterus,84,50.0,92.39,128.18,2244.0,3500.0,3450.0,2151.61,862.96,1139.09,63.64,2791.0
58558,Surgical hysteroscopy with biopsy,83,241.43,529.87,1654.86,6634.0,8252.0,8010.57,6104.13,3033.57,3030.1,302.13,8252.0
58563,Surgical procedure used to treat premenopausal abnormal uterine bleeding,82,256.89,1710.74,2909.32,6641.5,9080.0,8823.11,4930.76,4000.05,2922.44,404.7,8252.0
58565,Laparoscopic/Hysteroscopic Procedures on the uterus,90,481.64,1833.25,3181.9,6634.0,9080.0,8598.36,4800.75,3981.73,2773.18,565.14,8252.0
58571,Laparoscopic hysterectomy,110,515.0,1087.03,1841.5,6094.0,9436.8,8921.8,5006.97,3455.71,2694.03,1080.54,7324.0
58661,"Removal of either benign or malignant tissue from the uterus, ovaries, fallopian tubes, or any of the surrounding tissues using a laparoscope",110,550.63,780.17,937.57,4493.0,8960.0,8409.37,3712.83,2858.52,2805.74,685.02,8252.0
58662,"Removal of lesions of the ovary, pelvic viscera, or peritoneal surface",111,567.14,851.28,996.0,4011.42,8960.0,8392.86,3160.15,2890.52,2756.54,747.44,8252.0
58671,Laparoscopic tubal sterilization is surgery to block the fallopian tubes to prevent pregnancy,112,313.84,446.16,558.63,3922.85,8960.0,8646.16,3476.69,2619.29,2925.92,390.86,8252.0
59000,Removal of amniotic fluid from the uterus for diagnostic purposes,45,65.11,98.18,116.76,149.16,708.0,642.89,50.98,130.71,92.6,86.34,161.09
59025,A common prenatal test used to check on a baby's health.,78,35.11,45.75,45.75,59.89,976.0,940.89,14.14,190.2,303.38,44.12,790.4
59400,Obstetrical pre- and postpartum care and vaginal delivery,102,515.0,2138.42,2261.22,2529.38,4484.0,3969.0,390.96,2323.28,664.73,1753.52,2791.0
59409,Vaginal delivery,105,515.0,751.15,858.02,2244.0,4484.0,3969.0,1492.85,1468.95,917.28,751.15,2791.0
59410,Vaginal delivery with post-delivery care,101,515.0,994.6,1092.67,2244.0,4484.0,3969.0,1249.4,1604.61,850.02,971.2,2791.0
59414,Vaginal delivery of placenta,107,77.65,83.92,121.3,2244.0,4484.0,4406.35,2160.08,1083.98,1242.01,83.92,2791.0
59425,Pre-delivery care 4-6 visits,73,316.09,472.48,715.63,2323.0,4484.0,4167.91,1850.52,1448.29,1121.76,387.23,2791.0
59426,Pre-delivery care 7 or more visits,77,515.0,833.56,1262.5,2323.0,4484.0,3969.0,1489.44,1628.44,944.52,681.2,2791.0
59510,Cesarean delivery with pre- and post-delivery care,101,515.0,2244.0,2484.62,2791.0,4675.3,4160.3,547.0,2461.26,698.39,1737.0,2803.73
59514,Cesarean delivery,108,515.0,845.38,1013.52,2244.0,4484.0,3969.0,1398.62,1527.37,866.16,845.38,2791.0
59515,Cesarean delivery with post-delivery care,101,515.0,1218.68,1325.41,2244.0,4484.0,3969.0,1025.32,1742.37,779.27,1175.66,2791.0
59610,Vaginal delivery after prior cesarean delivery,101,515.0,2203.45,2351.5,2654.68,4484.0,3969.0,451.23,2381.97,679.94,1737.0,2791.0
59612,Vaginal delivery after prior cesarean delivery,106,515.0,842.61,962.6,2244.0,4484.0,3969.0,1401.39,1528.19,876.77,842.61,2791.0
59614,Vaginal delivery after prior cesarean delivery with post-delivery care,101,515.0,1066.16,1196.46,2244.0,4484.0,3969.0,1177.84,1656.22,823.61,1062.27,2791.0
62322,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,91,83.15,150.98,695.0,1511.0,4000.0,3916.85,1360.02,940.64,830.15,105.64,1846.0
62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,91,101.8,206.4,708.0,1652.0,4000.0,3898.2,1445.6,1003.43,850.32,130.41,1846.0
63030,Surgical procedure to decompress a herniated vertebra,104,515.0,1436.57,1454.11,5888.0,17000.0,16485.0,4451.43,3388.39,2885.66,988.34,7324.0
64483,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,93,113.88,205.91,548.45,1485.0,3500.0,3386.12,1279.09,840.91,730.09,158.6,1846.0
64493,Injection into lower back of nerve block using imaging guidance,94,93.08,182.6,484.94,1485.0,3500.0,3406.92,1302.4,816.94,737.57,143.27,1846.0
64721,Release of the transverse carpal ligament,85,326.24,586.04,954.61,2194.0,3500.0,3173.76,1607.96,1340.52,900.67,454.89,2637.0
66821,Removal of recurring cataract in lens capsule using laser,88,178.5,340.66,573.74,2138.5,3500.0,3321.5,1797.84,1179.13,989.23,309.31,2637.0
66984,Removal of cataract with insertion of lens,105,490.62,540.18,874.36,4280.0,6659.0,6168.38,3739.82,2097.79,1932.85,540.18,5323.0
67028,Injection of a pharmaceutical agent into the eye,87,60.48,116.19,293.37,1511.0,3500.0,3439.52,1394.81,795.91,791.06,99.41,1846.0
69210,Removal of ear wax from one or both ears,112,30.4,49.75,50.0,241.25,3500.0,3469.6,191.5,633.92,1060.35,42.3,2791.0
69436,Insertion of tubes into one or both ears,108,127.48,167.97,262.37,2244.0,3632.0,3504.52,2076.03,1035.53,1099.23,157.89,2791.0
70450,CT scan head or brain without dye,75,63.4,81.56,82.69,186.21,1467.0,1403.6,104.65,214.67,343.62,81.56,302.29
70486,CT Scan of the face and jaw without dye,76,63.4,98.67,117.68,212.5,1467.0,1403.6,113.83,241.73,338.17,92.08,364.13
70491,CT scan of neck with dye,77,101.34,143.36,143.36,243.97,1467.0,1365.66,100.61,286.75,328.71,138.2,500.99
70551,MRI of brain stem without dye,80,129.01,152.71,184.31,376.71,1913.0,1783.99,224.0,361.72,435.62,152.71,617.29
70553,MRI scan of brain before and after contrast,73,212.12,249.35,292.58,574.63,1913.0,1700.88,325.28,521.07,458.09,249.35,1043.27
71045,Single view,168,13.93,19.79,39.79,56.28,383.0,369.07,36.49,65.16,75.08,19.1,193.59
71046,"2 views, front and back",167,21.4,26.56,48.44,68.51,383.0,361.6,41.95,72.92,72.72,24.85,193.59
71047,3 views,163,27.35,34.33,58.82,83.2,383.0,355.65,48.88,82.35,70.78,31.35,193.59
71048,4 or more views,163,29.29,36.13,70.93,100.32,383.0,353.71,64.19,104.9,96.33,34.38,312.27
71101,Radiologic examination of one side of the chest/ribs,175,26.42,33.63,49.0,69.31,383.0,356.58,35.68,89.94,97.68,31.35,279.65
71250,CT scan of the thorax without dye,73,60.64,102.56,121.36,242.62,1467.0,1406.36,140.06,248.4,342.76,102.56,374.17
71260,CT scan of the thorax with dye,75,110.56,128.92,175.24,283.87,1467.0,1356.44,154.95,290.13,333.99,128.92,490.99
71275,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,72,96.74,218.01,242.67,335.39,1467.0,1370.26,117.38,379.65,330.28,218.01,737.61
72040,"Radiologic examination of the neck/spine, 2-3 views",175,24.25,29.64,57.09,80.75,383.0,358.75,51.11,78.91,70.72,29.31,193.59
72050,"Radiologic examination of the neck/spine, 4-5 views",175,33.83,42.73,77.85,110.11,383.0,349.17,67.38,108.63,92.3,39.53,279.65
72070,"Radiologic examination of the middle spine, 2 views",173,21.09,29.09,53.63,75.85,383.0,361.91,46.76,90.55,98.78,24.33,285.3
72072,"Radiologic examination of the middle spine, 3 views",101,25.23,29.08,34.0,149.87,383.0,357.77,120.79,110.97,124.67,29.08,349.61
72100,X-ray of the lower spine 2-3 views,173,25.51,31.48,60.55,85.64,383.0,357.49,54.16,95.7,97.0,29.56,285.3
72110,"X-ray of lower and sacral spine, minimum of 4 views",175,33.11,43.09,84.77,119.9,383.0,349.89,76.81,111.88,92.25,38.03,279.65
72131,CT scan of lower spine without dye,73,57.88,99.98,132.11,242.62,1467.0,1409.12,142.64,245.89,343.18,99.98,373.67
72141,MRI of the neck or spine without dye,75,128.82,149.24,192.36,417.3,1913.0,1784.18,268.06,372.15,444.49,149.24,666.78
72146,MRI of chest and spine without dye,75,128.6,148.99,194.34,387.5,1913.0,1784.4,238.51,369.4,445.43,148.99,667.54
72148,MRI scan of lower spinal canal,75,129.04,149.49,194.65,374.36,1913.0,1783.96,224.86,370.66,444.31,149.49,661.16
72156,MRI of neck/spine with and without dye,72,202.48,251.02,301.32,575.14,1913.0,1710.52,324.12,523.31,460.28,251.02,1049.11
72157,MRI of chest and spine with and without dye,76,202.48,251.27,291.94,575.65,1913.0,1710.52,324.38,509.45,447.88,251.27,979.88
72158,MRI of lower back with and without dye,81,202.48,250.28,289.26,573.71,1913.0,1710.52,323.43,506.78,443.18,250.28,1032.42
72170,Radiologic examination of the pelvis,173,17.83,24.71,48.44,68.51,383.0,365.17,43.8,86.21,100.44,20.58,285.3
72192,CT of pelvis without dye,78,57.88,102.82,110.56,221.67,1467.0,1409.12,118.85,233.7,332.96,88.61,323.17
72193,"CT scan, pelvis, with contrast",74,110.56,180.98,184.71,273.08,1467.0,1356.44,92.1,318.18,324.8,180.98,512.44
72195,MRI of pelvis without dye,72,141.3,180.69,241.98,403.75,1913.0,1771.7,223.06,410.44,444.28,180.69,776.92
72197,MRI of pelvis before and after dye,77,202.48,265.94,347.98,752.94,1913.0,1710.52,487.0,544.86,445.44,265.94,1065.99
73000,Radiologic examination of the collar bone,173,18.38,25.38,48.44,68.51,383.0,364.62,43.13,71.72,72.31,23.79,193.59
73030,Radiologic examination of the shoulder,175,20.53,26.89,50.17,70.96,383.0,362.47,44.07,73.51,72.18,25.55,193.59
73070,"Radiologic examination, elbow; 2 views",173,18.14,23.79,48.44,68.51,383.0,364.86,44.72,71.16,72.69,21.56,193.59
73080,"Radiologic examination, elbow; 3 or more views",173,20.9,26.64,53.63,75.85,383.0,362.1,49.21,75.28,71.55,24.05,193.59
73090,Radiologic examination of the forearm,177,18.38,24.41,44.98,63.62,383.0,364.62,39.21,68.24,72.49,21.56,193.59
73100,3 or more views,173,18.63,26.5,50.17,70.96,383.0,364.37,44.46,73.14,71.93,25.03,193.59
73110,Up to 3 views,174,24.73,30.33,45.0,63.65,383.0,358.27,33.32,72.66,71.13,30.25,193.59
73120,X-ray of the hand with 2 views,173,18.12,23.05,44.98,63.62,383.0,364.88,40.57,84.48,100.78,23.05,285.3
73130,X-ray of the hand with 3 or more views,175,22.8,27.02,51.9,73.41,383.0,360.2,46.39,74.41,71.02,27.02,193.59
73140,Radiologic examination of the finger(s),173,17.93,27.72,53.63,75.85,383.0,365.07,48.13,75.9,71.19,27.47,193.59
73221,MRI of upper extremity without dye,72,136.68,157.76,199.53,400.48,1913.0,1776.32,242.72,373.76,444.57,157.76,553.54
73560,Radiologic examination of the knee with 1 or 2 views,173,19.11,25.28,50.17,70.96,383.0,363.89,45.68,73.41,71.78,25.28,193.59
73562,Radiologic examination of the knee with 3 views,173,22.54,30.26,58.82,83.2,383.0,360.46,52.94,80.55,70.77,30.26,193.59
73564,Radiologic examination of the knee with 4 or more views,173,25.51,34.32,69.2,97.88,383.0,357.49,63.56,102.24,94.99,34.27,285.3
73565,Radiologic examination of both knees,175,19.62,29.99,57.0,80.62,383.0,363.38,50.63,78.18,70.15,29.61,193.59
73590,Radiologic examination of the lower leg,174,20.09,24.8,44.98,63.62,383.0,362.91,38.82,69.53,72.59,23.29,193.59
73600,Radiologic examination of the ankle with 2 views,173,17.2,24.29,46.71,66.07,383.0,365.8,41.78,71.42,73.25,23.79,193.59
73610,Radiologic examination of the ankle with 3 views,173,20.37,27.27,53.63,75.85,383.0,362.63,48.58,76.43,71.87,27.27,193.59
73620,"Radiologic examination, foot; 2 views",172,18.06,23.47,44.98,63.62,383.0,364.94,40.15,69.34,73.26,20.82,193.59
73630,Radiologic examination of the foot with 3 or more views,175,20.37,25.86,50.17,70.96,383.0,362.63,45.1,72.93,71.48,25.54,193.59
73650,Radiologic examination of the heel,173,17.62,22.86,46.71,66.07,383.0,365.38,43.21,70.15,72.89,21.31,193.59
73660,Radiologic examination of the toe(s),175,17.43,24.14,48.44,68.51,383.0,365.57,44.37,70.76,72.44,21.52,193.59
73700,CT scan of leg without dye,73,63.4,99.98,117.75,210.0,1467.0,1403.6,110.02,243.19,343.23,99.98,371.92
73718,MRI of leg without dye,78,135.16,175.46,184.31,397.25,1913.0,1777.84,221.79,389.8,432.28,175.46,651.1
73721,MRI of lower extremity joint (knee/ankle) without dye,78,129.01,157.51,184.31,372.07,1913.0,1783.99,214.56,351.28,431.0,157.51,536.17
73722,MRI of lower extremity joint (knee/ankle) with dye,74,216.5,248.45,332.42,574.7,1913.0,1696.5,326.25,529.34,490.47,248.45,1456.94
73723,MRI of lower extremity joint (knee/ankle) with and without dye,77,212.12,306.04,380.67,705.16,1913.0,1700.88,399.12,557.77,429.59,299.33,1010.35
74022,Serial radiologic examination of the abdomen,99,31.46,37.25,46.96,149.87,383.0,351.54,112.62,119.45,121.42,37.25,349.61
74150,CT of abdomen without dye,75,57.88,105.96,120.93,227.29,1467.0,1409.12,121.33,238.02,337.95,97.06,315.86
74160,CT of abdomen with dye,74,105.95,184.63,188.3,277.96,1467.0,1361.05,93.33,321.77,324.46,184.63,521.19
74170,CT of abdomen with and without dye,75,133.59,206.65,217.55,336.86,1467.0,1333.41,130.21,345.45,319.7,201.51,568.86
