billing_code,procedure_name,count,min,Q1,median,Q3,max,range,IQR,mean,std,10th_percentile,90th_percentile
52000,Procedure on the bladder,1,175.92,175.92,175.92,175.92,175.92,0.0,0.0,175.92,,175.92,175.92
52332,Ureteral stents inserted internally between the bladder and the kidney and will remain within the patient for a defined period of time,1,294.02,294.02,294.02,294.02,294.02,0.0,0.0,294.02,,294.02,294.02
58100,Biopsy of the lining of the uterus,1,74.66,74.66,74.66,74.66,74.66,0.0,0.0,74.66,,74.66,74.66
58558,Surgical hysteroscopy with biopsy,1,988.2,988.2,988.2,988.2,988.2,0.0,0.0,988.2,,988.2,988.2
58563,Surgical procedure used to treat premenopausal abnormal uterine bleeding,1,1572.58,1572.58,1572.58,1572.58,1572.58,0.0,0.0,1572.58,,1572.58,1572.58
62322,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,1,101.02,101.02,101.02,101.02,101.02,0.0,0.0,101.02,,101.02,101.02
62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,1,188.86,188.86,188.86,188.86,188.86,0.0,0.0,188.86,,188.86,188.86
70450,CT scan head or brain without dye,1,82.51,82.51,82.51,82.51,82.51,0.0,0.0,82.51,,82.51,82.51
70486,CT Scan of the face and jaw without dye,1,99.82,99.82,99.82,99.82,99.82,0.0,0.0,99.82,,99.82,99.82
70491,CT scan of neck with dye,1,143.96,143.96,143.96,143.96,143.96,0.0,0.0,143.96,,143.96,143.96
70551,MRI of brain stem without dye,1,153.24,153.24,153.24,153.24,153.24,0.0,0.0,153.24,,153.24,153.24
70553,MRI scan of brain before and after contrast,1,249.8,249.8,249.8,249.8,249.8,0.0,0.0,249.8,,249.8,249.8
71046,"2 views, front and back",1,25.33,25.33,25.33,25.33,25.33,0.0,0.0,25.33,,25.33,25.33
71048,4 or more views,1,34.86,34.86,34.86,34.86,34.86,0.0,0.0,34.86,,34.86,34.86
71101,Radiologic examination of one side of the chest/ribs,1,31.85,31.85,31.85,31.85,31.85,0.0,0.0,31.85,,31.85,31.85
71250,CT scan of the thorax without dye,1,103.58,103.58,103.58,103.58,103.58,0.0,0.0,103.58,,103.58,103.58
71260,CT scan of the thorax with dye,1,129.91,129.91,129.91,129.91,129.91,0.0,0.0,129.91,,129.91,129.91
71275,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,1,197.88,197.88,197.88,197.88,197.88,0.0,0.0,197.88,,197.88,197.88
72040,"Radiologic examination of the neck/spine, 2-3 views",1,29.85,29.85,29.85,29.85,29.85,0.0,0.0,29.85,,29.85,29.85
72050,"Radiologic examination of the neck/spine, 4-5 views",1,40.13,40.13,40.13,40.13,40.13,0.0,0.0,40.13,,40.13,40.13
72070,"Radiologic examination of the middle spine, 2 views",1,24.83,24.83,24.83,24.83,24.83,0.0,0.0,24.83,,24.83,24.83
72072,"Radiologic examination of the middle spine, 3 views",1,29.59,29.59,29.59,29.59,29.59,0.0,0.0,29.59,,29.59,29.59
72100,X-ray of the lower spine 2-3 views,1,30.1,30.1,30.1,30.1,30.1,0.0,0.0,30.1,,30.1,30.1
72110,"X-ray of lower and sacral spine, minimum of 4 views",1,38.62,38.62,38.62,38.62,38.62,0.0,0.0,38.62,,38.62,38.62
72131,CT scan of lower spine without dye,1,100.32,100.32,100.32,100.32,100.32,0.0,0.0,100.32,,100.32,100.32
72141,MRI of the neck or spine without dye,1,148.98,148.98,148.98,148.98,148.98,0.0,0.0,148.98,,148.98,148.98
72146,MRI of chest and spine without dye,1,148.98,148.98,148.98,148.98,148.98,0.0,0.0,148.98,,148.98,148.98
72148,MRI scan of lower spinal canal,1,149.48,149.48,149.48,149.48,149.48,0.0,0.0,149.48,,149.48,149.48
72156,MRI of neck/spine with and without dye,1,251.05,251.05,251.05,251.05,251.05,0.0,0.0,251.05,,251.05,251.05
72157,MRI of chest and spine with and without dye,1,251.55,251.55,251.55,251.55,251.55,0.0,0.0,251.55,,251.55,251.55
72192,CT of pelvis without dye,1,103.58,103.58,103.58,103.58,103.58,0.0,0.0,103.58,,103.58,103.58
72197,MRI of pelvis before and after dye,1,265.1,265.1,265.1,265.1,265.1,0.0,0.0,265.1,,265.1,265.1
73000,Radiologic examination of the collar bone,1,24.33,24.33,24.33,24.33,24.33,0.0,0.0,24.33,,24.33,24.33
73030,Radiologic examination of the shoulder,1,26.08,26.08,26.08,26.08,26.08,0.0,0.0,26.08,,26.08,26.08
73080,"Radiologic examination, elbow; 3 or more views",1,24.58,24.58,24.58,24.58,24.58,0.0,0.0,24.58,,24.58,24.58
73100,3 or more views,1,25.58,25.58,25.58,25.58,25.58,0.0,0.0,25.58,,25.58,25.58
73110,Up to 3 views,1,30.85,30.85,30.85,30.85,30.85,0.0,0.0,30.85,,30.85,30.85
73120,X-ray of the hand with 2 views,1,23.58,23.58,23.58,23.58,23.58,0.0,0.0,23.58,,23.58,23.58
73130,X-ray of the hand with 3 or more views,1,27.84,27.84,27.84,27.84,27.84,0.0,0.0,27.84,,27.84,27.84
73140,Radiologic examination of the finger(s),1,28.59,28.59,28.59,28.59,28.59,0.0,0.0,28.59,,28.59,28.59
73221,MRI of upper extremity without dye,1,158.51,158.51,158.51,158.51,158.51,0.0,0.0,158.51,,158.51,158.51
73560,Radiologic examination of the knee with 1 or 2 views,1,25.83,25.83,25.83,25.83,25.83,0.0,0.0,25.83,,25.83,25.83
73562,Radiologic examination of the knee with 3 views,1,30.6,30.6,30.6,30.6,30.6,0.0,0.0,30.6,,30.6,30.6
73564,Radiologic examination of the knee with 4 or more views,1,35.11,35.11,35.11,35.11,35.11,0.0,0.0,35.11,,35.11,35.11
73590,Radiologic examination of the lower leg,1,23.83,23.83,23.83,23.83,23.83,0.0,0.0,23.83,,23.83,23.83
73600,Radiologic examination of the ankle with 2 views,1,24.58,24.58,24.58,24.58,24.58,0.0,0.0,24.58,,24.58,24.58
73610,Radiologic examination of the ankle with 3 views,1,27.84,27.84,27.84,27.84,27.84,0.0,0.0,27.84,,27.84,27.84
73630,Radiologic examination of the foot with 3 or more views,1,25.83,25.83,25.83,25.83,25.83,0.0,0.0,25.83,,25.83,25.83
73660,Radiologic examination of the toe(s),1,22.07,22.07,22.07,22.07,22.07,0.0,0.0,22.07,,22.07,22.07
73700,CT scan of leg without dye,1,100.57,100.57,100.57,100.57,100.57,0.0,0.0,100.57,,100.57,100.57
73718,MRI of leg without dye,1,175.56,175.56,175.56,175.56,175.56,0.0,0.0,175.56,,175.56,175.56
73721,MRI of lower extremity joint (knee/ankle) without dye,1,158.25,158.25,158.25,158.25,158.25,0.0,0.0,158.25,,158.25,158.25
73723,MRI of lower extremity joint (knee/ankle) with and without dye,1,304.22,304.22,304.22,304.22,304.22,0.0,0.0,304.22,,304.22,304.22
74022,Serial radiologic examination of the abdomen,1,37.62,37.62,37.62,37.62,37.62,0.0,0.0,37.62,,37.62,37.62
74150,CT of abdomen without dye,1,106.34,106.34,106.34,106.34,106.34,0.0,0.0,106.34,,106.34,106.34
74170,CT of abdomen with and without dye,1,183.08,183.08,183.08,183.08,183.08,0.0,0.0,183.08,,183.08,183.08
74176,CT of abdomen and pelvis without dye,1,142.45,142.45,142.45,142.45,142.45,0.0,0.0,142.45,,142.45,142.45
74177,CT scan of abdomen and pelvis with contrast,1,238.76,238.76,238.76,238.76,238.76,0.0,0.0,238.76,,238.76,238.76
74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",1,267.35,267.35,267.35,267.35,267.35,0.0,0.0,267.35,,267.35,267.35
74183,MRI of abdomen without and with dye,1,266.1,266.1,266.1,266.1,266.1,0.0,0.0,266.1,,266.1,266.1
76536,Ultrasound of head and neck,1,84.02,84.02,84.02,84.02,84.02,0.0,0.0,84.02,,84.02,84.02
76642,Limited ultrasound of the breast,1,64.2,64.2,64.2,64.2,64.2,0.0,0.0,64.2,,64.2,64.2
76700,Ultrasound of abdomen with all areas scanned,1,88.03,88.03,88.03,88.03,88.03,0.0,0.0,88.03,,88.03,88.03
76705,A diagnostic procedure that allows a provider to see the organs and other structures in the abdomen,1,66.46,66.46,66.46,66.46,66.46,0.0,0.0,66.46,,66.46,66.46
76770,Ultrasound of back wall of the abdomen with all areas viewed,1,82.01,82.01,82.01,82.01,82.01,0.0,0.0,82.01,,82.01,82.01
76775,Ultrasound of back wall of the abdomen with limited areas viewed,1,44.39,44.39,44.39,44.39,44.39,0.0,0.0,44.39,,44.39,44.39
76817,Transvaginal ultrasound of uterus,1,69.97,69.97,69.97,69.97,69.97,0.0,0.0,69.97,,69.97,69.97
76818,Fetal biophysical profile with non-stress test,1,87.78,87.78,87.78,87.78,87.78,0.0,0.0,87.78,,87.78,87.78
76819,Fetal biophysical profile without non-stress test,1,63.2,63.2,63.2,63.2,63.2,0.0,0.0,63.2,,63.2,63.2
76830,Ultrasound of the pelvis through vagina,1,90.54,90.54,90.54,90.54,90.54,0.0,0.0,90.54,,90.54,90.54
76831,A diagnostic procedure that allows a provider to see the uterus,1,87.78,87.78,87.78,87.78,87.78,0.0,0.0,87.78,,87.78,87.78
76856,Complete ultrasound of the pelvis,1,79.75,79.75,79.75,79.75,79.75,0.0,0.0,79.75,,79.75,79.75
76857,Limited ultrasound of the pelvis,1,36.62,36.62,36.62,36.62,36.62,0.0,0.0,36.62,,36.62,36.62
76870,Ultrasound of the scrotum,1,76.24,76.24,76.24,76.24,76.24,0.0,0.0,76.24,,76.24,76.24
76882,"Diagnostic ultrasound of an extremity excluding the bone, joints or vessels",1,31.6,31.6,31.6,31.6,31.6,0.0,0.0,31.6,,31.6,31.6
77065,Mammography of one breast,1,94.3,94.3,94.3,94.3,94.3,0.0,0.0,94.3,,94.3,94.3
77066,Mammography of both breasts,1,118.88,118.88,118.88,118.88,118.88,0.0,0.0,118.88,,118.88,118.88
77067,Mammography of both breasts-2 or more views,1,96.56,96.56,96.56,96.56,96.56,0.0,0.0,96.56,,96.56,96.56
77080,Scan to measure bone mineral density (BMD) at the spine and hip,1,28.59,28.59,28.59,28.59,28.59,0.0,0.0,28.59,,28.59,28.59
78452,Image of the heart to assess perfusion,1,328.8,328.8,328.8,328.8,328.8,0.0,0.0,328.8,,328.8,328.8
80055,Obstetric blood test panel,1,25.34,25.34,25.34,25.34,25.34,0.0,0.0,25.34,,25.34,25.34
80074,Acute hepatitis panel,1,25.24,25.24,25.24,25.24,25.24,0.0,0.0,25.24,,25.24,25.24
80081,"Blood test panel for obstetrics (cbc, differential wbc count, hepatitis b, hiv, rubella, syphilis, antibody screening, rbc, blood typing)",1,39.68,39.68,39.68,39.68,39.68,0.0,0.0,39.68,,39.68,39.68
80307,Testing for presence of drug,1,32.93,32.93,32.93,32.93,32.93,0.0,0.0,32.93,,32.93,32.93
83013,Test of breath for a stomach bacterium,1,35.7,35.7,35.7,35.7,35.7,0.0,0.0,35.7,,35.7,35.7
87801,Blood test to determine genetic material of certain infectious agents,1,37.21,37.21,37.21,37.21,37.21,0.0,0.0,37.21,,37.21,37.21
88112,Urine test,1,35.74,35.74,35.74,35.74,35.74,0.0,0.0,35.74,,35.74,35.74
88305,Test of tissues for diagnosis of abnormalities,1,38.08,38.08,38.08,38.08,38.08,0.0,0.0,38.08,,38.08,38.08
88312,Blood test to assist with diagnosis,1,60.17,60.17,60.17,60.17,60.17,0.0,0.0,60.17,,60.17,60.17
88313,Blood test to assist with diagnosis,1,43.82,43.82,43.82,43.82,43.82,0.0,0.0,43.82,,43.82,43.82
88342,Pathology test,1,53.52,53.52,53.52,53.52,53.52,0.0,0.0,53.52,,53.52,53.52
90792,A diagnostic tool employed by a psychiatrist to determine if medications are needed,1,141.52,141.52,141.52,141.52,141.52,0.0,0.0,141.52,,141.52,141.52
90837,"Psychotherapy, 60 min",1,105.9,105.9,105.9,105.9,105.9,0.0,0.0,105.9,,105.9,105.9
92004,Complete exam,1,108.34,108.34,108.34,108.34,108.34,0.0,0.0,108.34,,108.34,108.34
92012,Eye exam on an established patient,1,65.15,65.15,65.15,65.15,65.15,0.0,0.0,65.15,,65.15,65.15
92014,Eye exam and treatment for established patient,1,91.5,91.5,91.5,91.5,91.5,0.0,0.0,91.5,,91.5,91.5
92083,An eye examination that can detect dysfunction in central and peripheral vision,1,45.38,45.38,45.38,45.38,45.38,0.0,0.0,45.38,,45.38,45.38
92133,Optic nerve imaging,1,26.6,26.6,26.6,26.6,26.6,0.0,0.0,26.6,,26.6,26.6
93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",1,142.98,142.98,142.98,142.98,142.98,0.0,0.0,142.98,,142.98,142.98
93970,Complete bilateral study of the extremities,1,137.86,137.86,137.86,137.86,137.86,0.0,0.0,137.86,,137.86,137.86
93971,One sided or limited bilateral study,1,87.35,87.35,87.35,87.35,87.35,0.0,0.0,87.35,,87.35,87.35
94060,Test to determine if wheezing is present,1,28.06,28.06,28.06,28.06,28.06,0.0,0.0,28.06,,28.06,28.06
94726,Measures how much air is in the lungs after taking a deep breath,1,39.53,39.53,39.53,39.53,39.53,0.0,0.0,39.53,,39.53,39.53
94729,Test to measure how well gases diffuse across lung surfaces,1,41.24,41.24,41.24,41.24,41.24,0.0,0.0,41.24,,41.24,41.24
95810,Sleep monitoring of patient (6 years or older) in sleep lab,1,442.86,442.86,442.86,442.86,442.86,0.0,0.0,442.86,,442.86,442.86
95811,Sleep monitoring of patient (6 years or older) in sleep lab using CPAP,1,463.36,463.36,463.36,463.36,463.36,0.0,0.0,463.36,,463.36,463.36
95886,Test to assess for nerve damage,1,71.0,71.0,71.0,71.0,71.0,0.0,0.0,71.0,,71.0,71.0
99202,"New patient office or other outpatient visit, typically 20 minutes",1,52.46,52.46,52.46,52.46,52.46,0.0,0.0,52.46,,52.46,52.46
99203,"New patient office or other outpatient visit, typically 30 min",1,81.25,81.25,81.25,81.25,81.25,0.0,0.0,81.25,,81.25,81.25
99204,"New patient office of other outpatient visit, typically 45 min",1,120.54,120.54,120.54,120.54,120.54,0.0,0.0,120.54,,120.54,120.54
99205,"New patient office of other outpatient visit, typically 60 min",1,159.09,159.09,159.09,159.09,159.09,0.0,0.0,159.09,,159.09,159.09
99214,"Established patient office or other outpatient visit, typically 25 minutes",1,74.66,74.66,74.66,74.66,74.66,0.0,0.0,74.66,,74.66,74.66
99215,"Established patient office or other outpatient, visit typically 40 minutes",1,100.04,100.04,100.04,100.04,100.04,0.0,0.0,100.04,,100.04,100.04
99244,"Patient office consultation, typically 60 min",1,117.61,117.61,117.61,117.61,117.61,0.0,0.0,117.61,,117.61,117.61
99383,New preventative visit in new patients 5-11 years old,1,85.4,85.4,85.4,85.4,85.4,0.0,0.0,85.4,,85.4,85.4
99385,Initial new patient preventive medicine evaluation (18–39 years),1,93.45,93.45,93.45,93.45,93.45,0.0,0.0,93.45,,93.45,93.45
99386,Initial new patient preventive medicine evaluation (40–64 years),1,107.6,107.6,107.6,107.6,107.6,0.0,0.0,107.6,,107.6,107.6
99392,Initial visit for new patients 1-4 years old,1,75.64,75.64,75.64,75.64,75.64,0.0,0.0,75.64,,75.64,75.64
99393,New preventative visit in new patients 5-11 years old,1,75.4,75.4,75.4,75.4,75.4,0.0,0.0,75.4,,75.4,75.4
99394,New preventative visit in new patients 12-17 years old,1,82.23,82.23,82.23,82.23,82.23,0.0,0.0,82.23,,82.23,82.23
99395,Established patient periodic preventive medicine examination age 18-39 years,1,84.18,84.18,84.18,84.18,84.18,0.0,0.0,84.18,,84.18,84.18
99396,Established patient periodic preventive medicine examination age 40-64 years,1,89.3,89.3,89.3,89.3,89.3,0.0,0.0,89.3,,89.3,89.3
99397,Periodic primary re-evaluation for an established patient 65 and older,1,96.38,96.38,96.38,96.38,96.38,0.0,0.0,96.38,,96.38,96.38
99441,"Physician telephone patient service, 5-10 minutes of medical discussion",1,40.5,40.5,40.5,40.5,40.5,0.0,0.0,40.5,,40.5,40.5
99442,"Physician telephone patient service, 11-20 minutes of medical discussion",1,65.39,65.39,65.39,65.39,65.39,0.0,0.0,65.39,,65.39,65.39
10005,"Fine needle aspiration biopsy, including ultrasound guidance; first lesion",510,44.59,58.4,99.31,108.95,427.01,382.42,50.55,98.8,45.18,58.36,160.49
10021,Fine Needle Aspiration Biopsy without imaging,290,35.16,58.0,72.85,84.05,361.34,326.18,26.05,79.05,42.91,39.95,115.44
10040,"Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",387,33.42,41.23,93.43,172.98,276.07,242.65,131.75,115.17,67.79,41.23,239.38
10060,Incision and drainage of abscess; simple or single and complex or multiple,534,44.81,84.06,91.74,109.57,352.46,307.65,25.51,104.76,38.56,72.41,160.31
10140,"Incision and drainage of hematoma, seroma or fluid collection",305,65.38,105.67,123.71,193.97,507.31,441.93,88.3,156.21,66.58,102.28,272.13
10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",491,49.52,77.1,104.4,118.39,404.09,354.57,41.29,110.31,45.01,77.1,182.27
11000,Removal of infected skin,221,20.37,32.92,46.78,54.18,158.42,138.05,21.26,50.07,23.39,30.28,89.57
11056,Paring or cutting of benign hyperkeratotic lesion,380,17.4,17.4,66.12,167.74,345.97,328.57,150.34,92.54,79.04,17.4,239.38
11102,"Tangential biopsy of skin (e.g., for example, shave, scoop, saucerize, curette); single lesion",541,27.33,56.46,74.42,86.4,366.4,339.07,29.94,79.34,42.76,29.98,119.75
11103,"Tangential biopsy of skin (e.g., for example, shave, scoop, saucerize, curette); each separate/additional lesion",353,15.62,17.13,36.84,40.42,86.15,70.53,23.29,33.85,18.95,15.62,53.8
11200,"Removal of skin tags, multiple fibrocutaneous tags, any area",199,33.42,66.86,141.06,172.98,276.07,242.65,106.12,145.87,70.55,66.86,260.35
11401,Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,429,62.6,84.86,125.82,149.64,491.29,428.69,64.78,131.33,55.26,84.86,205.97
11422,Under Excision-Benign Lesions Procedures on the Skin 1.1-2 CM,424,68.6,108.42,144.29,164.0,542.92,474.32,55.58,153.52,63.15,108.42,277.24
11602,Excision-Malignant Lesions,221,95.9,158.21,229.26,268.14,784.72,688.82,109.93,242.09,108.07,154.99,402.77
11721,Removal of 6 or more nails,408,18.74,26.5,35.34,52.81,86.92,68.18,26.31,42.65,20.0,18.74,73.59
11730,Separation and removal of the entire nail plate or a portion of nail plate,391,33.42,42.56,92.36,172.98,345.97,312.55,130.42,116.68,69.43,42.56,239.38
11900,Injections to remove up to 7 lesions on the skin,456,21.72,32.93,45.78,91.84,345.97,324.25,58.91,82.02,74.63,23.83,172.98
12001,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities",474,32.7,50.72,75.76,144.34,345.97,313.27,93.62,99.69,67.55,35.87,172.98
12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes",444,40.02,43.9,90.48,167.74,276.07,236.05,123.84,109.84,64.79,43.9,176.28
17000,Destruction of pre-cancerous lesion,519,33.42,49.04,58.0,134.54,276.07,242.65,85.5,97.68,65.22,43.64,172.98
17003,Destruction of 2-14 pre-cancerous lesions,137,5.35,5.35,5.35,7.57,9.13,3.78,2.22,6.26,1.54,5.35,9.13
17110,Destruction of 1-14 common or plantar warts,477,33.42,78.22,91.29,172.98,345.97,312.55,94.76,120.25,63.2,53.54,184.02
17111,Destruction of >15 common or plantar warts,186,60.39,137.49,172.98,211.66,276.07,215.68,74.17,181.32,51.38,134.54,260.35
17250,Chemical destruction of pre-cancerous lesions of the skin,393,29.71,29.71,70.41,167.74,345.97,316.26,138.03,101.21,73.94,29.71,239.38
17311,"Micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens",488,149.18,256.44,356.62,543.97,1215.1,1065.92,287.53,429.6,218.02,244.98,617.28
19120,REMOVAL OF BREAST LESION,154,474.64,2332.75,2920.44,4150.48,4994.97,4520.33,1817.73,2997.03,1130.13,1178.25,4514.03
20550,Injection of medication into a tendon or ligament,718,15.43,31.05,43.91,46.31,149.0,133.57,15.26,43.9,16.99,25.72,64.47
20551,Injection of medication into the tendon/ligament origin,517,16.29,31.05,42.21,46.31,158.42,142.13,15.26,44.91,21.71,27.16,85.19
20553,Injection of medication into an area that triggers pain,533,21.01,33.73,48.46,50.23,174.44,153.43,16.5,49.78,21.09,33.73,76.68
20600,Draining or injecting medication into a small joint/bursa without ultrasound,526,14.79,28.11,38.55,42.3,149.0,134.21,14.19,39.66,18.56,23.9,65.57
20605,Draining or injecting medication into a large joint/bursa without ultrasound,659,15.43,29.45,40.79,44.17,119.29,103.86,14.72,40.92,15.01,25.72,61.04
20610,Draining or injecting medication into a major joint/bursa without ultrasound,671,18.44,35.87,35.87,51.67,149.0,130.56,15.8,46.75,20.25,30.73,75.31
20612,Removal of fluid or injection of medication into a ganglion cyst,236,20.8,33.61,46.85,52.16,165.56,144.76,18.55,48.15,20.87,29.77,80.34
216, Cardiac valve and other major cardiothoracic procedures with cardiac catheterization with major complications or comorbidities,43,48020.18,103079.99,151533.19,167375.21,168951.38,120931.2,64295.22,129602.58,40771.72,55529.85,168951.38
27440,Repair of knee joint,2,895.84,895.84,895.84,895.84,895.84,0.0,0.0,895.84,0.0,895.84,895.84
27441,Repair of knee joint,65,7069.02,11781.7,11781.7,17732.06,18803.12,11734.1,5950.36,14213.84,3519.86,11781.7,18755.52
27442,Repair of knee joint,150,977.11,11424.68,11781.7,17732.06,25914.68,24937.57,6307.38,13977.88,5597.42,8032.98,20751.99
27443,Repair of knee joint,120,915.97,11424.68,11781.7,16899.01,25914.68,24998.71,5474.33,13391.38,5901.9,8300.79,25914.68
27445,Repair of knee joint with hinged prosthesis,105,773.23,1848.46,4599.0,5166.0,5166.0,4392.77,3317.54,3436.35,1596.6,1783.37,5166.0
27446,Repair of knee joint,150,1299.39,11424.68,11781.7,17732.06,25914.68,24615.29,6307.38,14247.49,5347.99,8574.11,20751.99
28296,"Under Repair, Revision, and/or Reconstruction Procedures on the Foot and Toes",132,577.21,2197.8,2710.08,3887.18,6048.92,5471.71,1689.38,2992.66,1059.95,1426.86,4297.8
29826,Shaving of shoulder bone using an endoscope,134,103.89,136.79,136.79,136.79,2131.8,2027.91,0.0,207.96,265.16,136.79,289.24
29848,Carpal tunnel release,280,414.4,414.4,877.05,1341.84,3451.56,3037.16,927.44,1069.65,635.71,414.4,2018.05
29880,Surgery to remove of all or part of a torn meniscus in both medial and lateral compartments,299,344.8,454.02,921.93,2710.08,6048.92,5704.12,2256.06,1608.11,1425.04,413.82,3887.18
29881,Surgery to remove of all or part of a torn meniscus in one compartment,257,437.15,437.15,888.27,2710.08,6048.92,5611.77,2272.93,1793.27,1454.48,437.15,3898.13
29888,ACL reconstruction,281,782.75,782.75,3131.7,5922.13,13149.41,12366.66,5139.38,3968.51,3167.67,782.75,8494.37
30520,Repair procedures of the nose,321,499.22,547.71,1029.18,2593.1,5186.19,4686.97,2045.39,1619.51,1242.82,499.22,3719.39
31231,"Nasal endoscopy, diagnostic, unilateral or bilateral",416,46.99,53.39,106.11,152.59,392.09,345.1,99.2,118.32,72.71,51.67,225.66
31237,"Surgical nasal/ sinus endoscopy with biopsy, polypectomy or debridement",187,180.17,666.36,1373.39,1651.67,2824.92,2644.75,985.31,1241.28,679.46,183.6,2131.61
31575,"Flexible, fiberoptic diagnostic laryngoscopy",525,46.99,60.91,95.16,108.97,384.5,337.51,48.06,104.3,51.85,54.34,188.84
36471,Injections to remove spider veins on the limbs or trunk,175,54.41,132.0,145.91,191.82,246.16,191.75,59.82,152.81,45.21,92.81,216.7
36475,Ablation of incompetent vein,222,198.37,792.27,2660.43,3701.41,6330.7,6132.33,2909.14,2345.56,1341.41,792.27,4129.21
36478,Laser removal of incompetent vein,219,198.13,719.07,2660.43,3430.34,6330.7,6132.57,2711.26,2274.26,1338.18,655.59,4129.21
42820,Removal of tonsils and adenoid glands patient younger than age 12,153,331.57,4656.51,4802.02,6645.23,10115.97,9784.4,1988.72,5155.17,1781.36,2811.55,7615.33
42826,Primary or secondary removal of tonsils,215,183.6,411.33,2514.52,2728.73,5186.19,5002.59,2317.4,2015.83,1364.49,183.6,3902.74
42830,Primary removal of the adenoids,153,242.24,2514.52,2593.1,3588.43,5186.19,4943.95,1073.91,2717.47,947.47,1387.25,4112.29
43235,"Diagnostic examination of esophagus, stomach, and/or upper small bowel using an endoscope",425,96.37,183.6,231.83,754.48,1876.72,1780.35,570.88,441.53,369.15,96.37,1097.27
43239,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope",525,99.06,183.6,303.57,609.66,1876.72,1777.66,426.06,430.62,338.17,108.69,1076.71
43846,Surgical procedure used for weight loss resulting in a partial removal of stomach,150,1006.35,1626.43,1677.26,2498.95,7437.49,6431.14,872.52,2053.56,881.87,1197.05,2967.05
44388,Diagnostic examination of large bowel using an endoscope which is inserted through abdominal opening,166,174.11,588.19,756.24,1046.93,1790.61,1616.5,458.74,777.64,297.36,371.15,1138.18
44389,Biopsies of large bowel using an endoscope which is inserted through abdominal opening,152,191.14,964.05,994.18,1376.08,2353.57,2162.43,412.03,1079.96,352.62,568.22,1568.6
44394,Removal of large bowel polyps or growths using an endoscope,152,250.57,964.05,994.18,1376.08,2353.57,2103.0,412.03,1081.13,350.03,568.22,1568.6
45378,Diagnostic examination of large bowel using an endoscope,515,132.25,205.15,272.79,655.76,1790.61,1658.36,450.62,427.48,319.86,145.09,1046.52
